1001,921_q3,Q7: How many Social Networks data was presented in the chart? ,yui,00:00:02,2021-12-10 01:27:05.212517
1001,921_q4,Q9: How would you rate the ML-based-summary for this chart?,3,00:00:03,2021-12-10 01:27:08.214036
1001,921_q4,Q8: How would you rate the Template-based-summary for this chart?,3,00:00:03,2021-12-10 01:27:08.217470
1001,304_q1,Q10: How many units Toyota sold in year 2016? ,yui,00:00:01,2021-12-10 01:27:10.105240
1001,304_q2,"Q11: For Volkswagen, which year had the highest number of units sold? ",yui,00:00:02,2021-12-10 01:27:11.962732
1001,304_q3,Q12: How many brands data was presented in the chart? ,yui,00:00:02,2021-12-10 01:27:13.922761
1001,304_q4,Q14: How would you rate the ML-based-summary for this chart?,2,00:00:04,2021-12-10 01:27:17.486485
1001,304_q4,Q13: How would you rate the Template-based-summary for this chart?,3,00:00:04,2021-12-10 01:27:17.492968
1001,795_q1,"Q1: In which year, the sales volume decreased for the first time in Germany? ",asd,00:00:02,2021-12-10 01:28:37.155130
1001,795_q2,Q2: What is the maximum length summary of sales volume from year 2011 to 2018? ,asd,00:00:02,2021-12-10 01:28:38.997638
1001,795_q3,Q3: What is the sales volume in the last year of the chart? ,asd,00:00:02,2021-12-10 01:28:40.791128
1001,795_q1,"Q1: In which year, the sales volume decreased for the first time in Germany? ",asd,00:00:01,2021-12-10 01:29:00.359967
1001,795_q2,Q2: What is the maximum length summary of sales volume from year 2011 to 2018? ,asd,00:00:02,2021-12-10 01:29:02.290338
1001,795_q3,Q3: What is the sales volume in the last year of the chart? ,asd,00:00:02,2021-12-10 01:29:04.042562
1001,795_q1,"Q1: In which year, the sales volume decreased for the first time in Germany? ",asd,00:00:02,2021-12-10 01:30:33.925135
1001,795_q2,Q2: What is the maximum length summary of sales volume from year 2011 to 2018? ,asd,00:00:02,2021-12-10 01:30:36.959374
1001,795_q3,Q3: What is the sales volume in the last year of the chart? ,asd,00:00:02,2021-12-10 01:30:38.911518
1001,795_q1,"Q1: In which year, the sales volume decreased for the first time in Germany? ",asd,00:00:02,2021-12-10 01:36:05.716821
1001,795_q2,Q2: What is the maximum length summary of sales volume from year 2011 to 2018? ,asd,00:00:02,2021-12-10 01:36:07.857742
1001,795_q3,Q3: What is the sales volume in the last year of the chart? ,asd,00:00:01,2021-12-10 01:36:09.475096
1001,795_q1,"Q1: In which year, the sales volume decreased for the first time in Germany? ",asd,00:00:03,2021-12-10 01:36:20.290639
1001,795_q2,Q2: What is the maximum length summary of sales volume from year 2011 to 2018? ,asd,00:00:02,2021-12-10 01:36:22.263699
1001,795_q3,Q3: What is the sales volume in the last year of the chart? ,asd,00:00:02,2021-12-10 01:36:24.550707
1001,795_q1,"Q1: In which year, the sales volume decreased for the first time in Germany? ",asd,00:00:04,2021-12-10 01:36:45.388059
1001,795_q2,Q2: What is the maximum length summary of sales volume from year 2011 to 2018? ,asd,00:00:02,2021-12-10 01:36:47.292708
1001,795_q3,Q3: What is the sales volume in the last year of the chart? ,asd,00:00:02,2021-12-10 01:36:48.930327
1001,795_q1,"Q1: In which year, the sales volume decreased for the first time in Germany? ",asd,00:00:02,2021-12-10 01:39:31.968178
1001,795_q2,Q2: What is the maximum length summary of sales volume from year 2011 to 2018? ,asd,00:00:04,2021-12-10 01:39:37.605193
1001,795_q3,Q3: What is the sales volume in the last year of the chart? ,asd,00:00:02,2021-12-10 01:39:39.437304
1001,795_q1,"Q1: In which year, the sales volume decreased for the first time in Germany? ",asd,00:00:02,2021-12-10 01:42:36.503155
1001,795_q2,Q2: What is the maximum length summary of sales volume from year 2011 to 2018? ,asd,00:00:02,2021-12-10 01:42:38.534413
1001,795_q3,Q3: What is the sales volume in the last year of the chart? ,asd,00:00:02,2021-12-10 01:42:40.352798
